Date_Time,open,high,low,close,volume
2019-02-25,73.22,74.31,73.12,74.03,6373719
2019-02-22,70.33,71.77,69.93,71.72,9140759
2019-02-21,69.58,70.03,69.17,69.84,5252592
2019-02-20,69.28,70.04,69.26,69.4,3489389
2019-02-19,67.78,69.53,67.71,69.11,5606049
2019-02-15,68.95,68.95,67.63,67.86,8524921
2019-02-14,68.54,68.8,68.18,68.62,5647115
2019-02-13,69.09,69.66,68.99,69.07,3367666
2019-02-12,69.04,69.57,68.79,68.88,4801766
2019-02-11,68.99,69.53,68.49,68.5,2915578
2019-02-08,67.47,68.7,67.41,68.52,2529535
2019-02-07,69.37,69.37,67.43,68.55,5326691
2019-02-06,69.95,70.42,69.32,69.94,3493222
2019-02-05,68.74,70.28,68.74,70.05,7936355
2019-02-04,68.19,68.55,67.7481,68.41,7195252
2019-02-01,68.43,68.87,68.26,68.52,5795226
2019-01-31,68.32,69.09,67.59,68.51,6965003
2019-01-30,66.2,68.48,66.05,68.02,11807024
2019-01-29,65.08,65.61,64.32,64.79,5842942
2019-01-28,64.48,65.485,63.98,65.22,4830296
2019-01-25,64.87,65.87,64.72,65.22,7157269
2019-01-24,62.64,64.2,62.64,64,6513240
2019-01-23,63.62,64.15,62.56,62.87,4054790
2019-01-22,64.16,64.16,62.28,63.01,9251325
2019-01-18,65.06,65.45,63.89,64.64,10232798
2019-01-17,63.2,65.27,63.08,64.33,5385405
2019-01-16,62.93,64.2,62.93,63.89,9971253
2019-01-15,62.59,63.82,62.44,62.78,11922413
2019-01-14,61.77,62.46,61.15,62.29,8761169
2019-01-11,62.87,63.57,62.53,62.88,3692385
2019-01-10,62.31,63.15,61.95,63.11,6199760
2019-01-09,61.9,63.47,61.72,62.94,11313661
2019-01-08,60.7,61.41,59.5,61.04,6918613
2019-01-07,58.9,60.2,58.45,59.64,9004700
2019-01-04,56.5,59.38,56.5,58.72,9438788
2019-01-03,56.48,56.85,55.09,55.53,8506970
2019-01-02,56.78,58.01,56.47,57.49,10532438
2018-12-31,59.21,59.21,57.47,57.94,4654020
2018-12-28,58.21,58.99,57.59,58.35,3846438
2018-12-27,56.84,58.04,56.62,57.97,6836468
2018-12-26,56.45,57.98,55.16,57.9,5860047
2018-12-24,54.88,56.53,54.75,55.71,5688618
2018-12-21,57.25,57.52,55.08,55.65,13771135
2018-12-20,57.49,57.92,56.115,56.71,8612634
2018-12-19,58.93,59.33,57.16,57.7,9549116
2018-12-18,60.4,60.53,58.78,59.12,5659974
2018-12-17,61.39,61.63,59.37,60.08,8897814
2018-12-14,61.56,62.44,60.82,62.01,8446379
2018-12-13,63.34,63.34,62.32,62.76,5280977
2018-12-12,63.645,64,62.665,62.82,6979270
2018-12-11,63.38,63.935,62.23,62.57,5461335
2018-12-10,62.7,62.84,60.95,62.23,11754591
2018-12-07,63.55,64.65,62.47,63.01,6677336
2018-12-06,62.89,63.93,62.17,63.86,8197265
2018-12-04,66.75,67.2,64.2,64.8,12701794
2018-12-03,68.14,68.64,66.73,66.82,8040532
2018-11-30,64.55,65.85,64.52,65.59,8624227
2018-11-29,65,65.26,63.52,64.42,7597526
2018-11-28,64.75,65.49,64.03,65.43,8833772
2018-11-27,63.79,65.1,63.6105,64.16,8310113
2018-11-26,63.5,64.71,63.21,64.37,6167810
2018-11-23,61.31,62.77,61.31,62.4,2145656
2018-11-21,62.11,62.8901,61.87,62.15,4307240
2018-11-20,59.25,61.65,59.25,60.89,11318371
2018-11-19,63.03,63.46,61.96,62.22,3693037
2018-11-16,63.6,64.26,63.16,63.59,4806917
2018-11-15,62.97,64.79,62.54,64.39,10395359
2018-11-14,62.34,63.23,61.71,62.28,9356131
2018-11-13,60.13,62.38,60.13,61.21,9730023
2018-11-12,61,61.38,59.11,59.95,3759285
2018-11-09,61.47,61.69,60.14,60.98,5132800
2018-11-08,63.18,63.33,61.63,62.48,4846114
2018-11-07,62.77,63.66,62.46,63.6,5663511
2018-11-06,60.93,62.5827,60.93,61.93,5377081
2018-11-05,61.43,62.21,60.68,60.87,3734574
2018-11-02,63.82,64.12,61.36,61.73,6845401
2018-11-01,60.84,63.34,58.93,62.86,8856946
2018-10-31,59.04,60.11,58.94,60.1,6158821
2018-10-30,55.81,57.93,55.76,57.92,7192094
2018-10-29,60.56,60.77,56.1,56.83,8411239
2018-10-26,58.83,61.06,58.56,60.17,5491880
2018-10-25,59.7,60.945,59.58,60.74,4896516
2018-10-24,61.08,61.54,58.87,59.07,6500210
2018-10-23,60.35,61.72,59.95,61.35,6212211
2018-10-22,62.08,62.79,61.31,62.2,5862000
2018-10-19,60.95,61.72,60.33,60.39,4430512
2018-10-18,61.25,61.555,59.74,60.06,6180968
2018-10-17,63.04,63.36,61.61,62.19,5968643
2018-10-16,61.63,62.905,61.23,62.83,7263777
2018-10-15,61.34,61.5,60.07,60.93,10262564
2018-10-12,62.02,62.22,60.9,61.98,7631512
2018-10-11,57.61,60.115,57.61,59.93,10857334
2018-10-10,60.12,60.49,58.2,58.41,16612452
2018-10-09,62.105,62.859,61.44,61.52,15858531
2018-10-08,63.23,63.82,62.44,63.09,10860950
2018-10-05,65.15,65.51,63.77,64.58,8205886
2018-10-04,66.81,66.81,64.39,65.26,7018858
2018-10-03,67.51,68.03,67.13,67.25,4483760
2018-10-02,66.46,66.84,66.02,66.63,11254916
2018-10-01,68.54,68.7,67.12,67.24,10598668
2018-09-28,67.93,68.46,67.46,68.12,5577857
2018-09-27,68.43,68.73,68.05,68.48,7421435
2018-09-26,68.17,68.97,67.945,68.13,9222755
2018-09-25,67.62,68.45,67.51,67.86,13072492
2018-09-24,67.12,67.64,66.52,67.59,5357502
2018-09-21,69.11,69.36,67.74,67.93,6310618
2018-09-20,68.45,68.84,67.92,68.35,6840092
2018-09-19,65.43,67.3,65.43,67.09,8697467
2018-09-18,65.32,66.08,64.53,64.98,9300945
2018-09-17,67.16,67.2099,65.64,65.9,8991848
2018-09-14,68.47,68.7,67.33,67.75,5012174
2018-09-13,67.74,68.53,67.44,67.98,10852741
2018-09-12,64.59,66.97,64.37,66.52,17460759
2018-09-11,62.88,64.91,62.802,64.29,10305253
2018-09-10,63.5,64.44,63.08,63.8,14090369
2018-09-07,64.03,65.63,64.03,64.82,3899897
2018-09-06,65.59,66.36,63.94,64.21,6633004
2018-09-05,66.36,67.16,65.02,65.65,6985446
2018-09-04,69.12,69.14,67.66,67.96,5813131
2018-08-31,68.9,69.93,68.732,69.55,5783610
2018-08-30,70.02,70.29,69.09,69.33,8258839
2018-08-29,70.32,70.615,69.87,70.43,2642494
2018-08-28,71.28,71.45,69.95,70.3,3095438
2018-08-27,69.68,70.89,69.53,70.84,3550185
2018-08-24,69.08,69.6,68.17,68.9,4898927
2018-08-23,72.51,73.15,68.14,68.22,27034721
2018-08-22,70.29,70.7,69.43,70.32,7280936
2018-08-21,69.67,70.69,69.61,70.25,4675208
2018-08-20,68.84,70.27,68.62,69.26,11537278
2018-08-17,67.87,68.94,67.04,68.17,13238109
2018-08-16,67.94,69.45,67.93,68.14,9290053
2018-08-15,66.18,67.11,65.78,67.04,9798485
2018-08-14,69.89,69.89,67.83,68.15,15583842
2018-08-13,71.14,71.2024,70.08,70.2,12439745
2018-08-10,69.84,71.44,69.77,70.97,25773369
2018-08-09,70.82,71.45,70.31,70.49,37448086
2018-08-08,71.75,71.75,70.46,70.99,22470346
2018-08-07,71.46,72.45,71.2401,71.5,11515375
2018-08-06,71.38,71.51,70.32,70.89,35841735
2018-08-03,72.74,72.75,71.31,71.58,25890977
2018-08-02,71.8,72.22,71.03,72.09,26039039
2018-08-01,73.2,74.59,72.67,73.18,22297599
2018-07-31,73.14,74.1,72.16,73.45,18425155
2018-07-30,74.33,74.58,71.32,72.39,19783664
2018-07-27,76.89,77,73.21,74.1,15501759
2018-07-26,76.15,76.79,75.53,76.19,10315811
2018-07-25,74.29,77.72,74.29,77.53,9100834
2018-07-24,74.16,75.66,73.9108,74.15,12963288
2018-07-23,73.1,73.45,72.31,73.15,6877046
2018-07-20,73.6,74.07,73.03,73.27,7184869
2018-07-19,74.14,74.29,73.14,73.36,8135164
2018-07-18,75.44,75.57,74.4711,74.66,11081304
2018-07-17,73.98,75.55,73.62,75.36,8570675
2018-07-16,74.31,74.89,74.08,74.66,9835239
2018-07-13,74.95,75.25,74.14,74.48,8488368
2018-07-12,74.85,75.5699,74.52,74.61,11993278
2018-07-11,74.78,74.86,73.7,73.76,9659009
2018-07-10,76.4,76.92,75.6,75.97,9801759
2018-07-09,76,76.34,74.91,75.61,9081936
2018-07-06,73.31,75.55,72.869,75.36,11720043
2018-07-05,73.3,73.49,71.81,73.35,14246593
2018-07-03,74.0038,74.18,72.52,72.79,9137958
2018-07-02,71.61,73.5,71.54,73.41,27379873
2018-06-29,73.34,74.52,72.84,73.21,17791127
2018-06-28,72.7,74.61,71.98,74.41,11596946
2018-06-27,76.04,76.22,73.11,73.13,13213372
2018-06-26,75.91,76.26,74.45,75.5,12841032
2018-06-25,78.23,78.25,74.41,75.46,11492974
2018-06-22,79.94,80.17,78.87,79.46,8647965
2018-06-21,80.64,80.93,79.14,79.62,11232397
2018-06-20,80.5,81.39,80.2,81.11,15067968
2018-06-19,79.78,80.29,78.2,80.17,11067667
2018-06-18,80.72,81.67,79.92,81.61,9638512
2018-06-15,81.05,82.14,80.63,81.46,11167916
2018-06-14,81.07,82.45,81.05,82.36,8387501
2018-06-13,81.77,81.99,80.63,80.83,12558648
2018-06-12,81.11,82.2,81.11,81.62,14168385
2018-06-11,80.7,81.45,80.5,80.69,14316681
2018-06-08,78.83,80.88,78.5716,80.55,8087040
2018-06-07,81.04,81.99,78.66,79.75,14318329
2018-06-06,80.75,81.11,79.99,80.28,3160954
2018-06-05,80.32,81.25,79.72,80.35,3134068
2018-06-04,79.25,80.51,79.25,80.24,3263441
2018-06-01,77.58,80,77.58,78.98,4519965
2018-05-31,76.86,77.49,76.7,77.16,3231602
2018-05-30,77.18,77.54,76.6,77.03,3239368
2018-05-29,76.96,78.29,76.45,76.8,1714378
2018-05-25,77.05,78.2483,76.89,77.43,1432125
2018-05-24,76.84,77.49,76.4,77.17,4018628
2018-05-23,75.84,76.72,75.44,76.45,7052787
2018-05-22,77.3,77.3188,76.39,76.51,1837685
2018-05-21,76.69,77.55,76.54,77.02,5224124
2018-05-18,76.44,77.06,75.86,75.93,4265152
2018-05-17,76.77,77.34,76.37,76.5,1956394
2018-05-16,76.35,77.43,76.35,77.02,2300751
2018-05-15,75.92,76.46,75.4,76.44,1960660
2018-05-14,75.75,77.62,75.75,76.74,5002066
2018-05-11,75.95,76.36,75.3,75.67,3162173
2018-05-10,76.19,77.48,75.73,75.9,6020755
2018-05-09,76.12,76.81,75.8,75.93,4059441
2018-05-08,75.21,76.39,75.04,76.04,6909968
2018-05-07,73.25,75.97,73.25,75.33,5728749
2018-05-04,70.02,73.08,69.58,72.71,8716087
2018-05-03,70.5,70.65,68.08,70.38,8114613
2018-05-02,70.12,71.39,70.03,70.21,6565644
2018-05-01,69.45,70.3,69.34,69.89,8600122
2018-04-30,70.2,70.8,69.44,70.08,5861942
2018-04-27,70.89,71.09,69.52,69.73,10648248
2018-04-26,68.9,69.8843,68.8301,69.8,4392387
2018-04-25,68.85,68.85,67.09,68.27,4180571
2018-04-24,70.55,70.75,68.46,69.26,3180737
2018-04-23,71.14,71.19,69.68,69.89,19183882
2018-04-20,71.57,72.14,70.59,71.06,6119619
2018-04-19,72.3,72.6,71.49,72.02,8610267
2018-04-18,71.36,72.5,70.83,72.32,7508199
2018-04-17,70.29,71.49,70.17,71.09,14357738
2018-04-16,69.52,69.985,69.01,69.92,3805824
2018-04-13,71.31,71.31,69.07,69.29,4890366
2018-04-12,70.75,71.39,70.23,70.54,3960713
2018-04-11,70.31,71.4543,70.18,70.55,4020882
2018-04-10,70.18,71.0772,69.82,70.78,9340797
2018-04-09,68.22,69.33,68.11,68.44,6316831
2018-04-06,68.48,69.48,67.38,67.55,8322676
2018-04-05,70.5,70.9558,69.12,69.38,5620973
2018-04-04,68.19,69.56,67.95,69.52,7860183
2018-04-03,72.15,72.42,70.09,70.53,4862011
2018-04-02,73.58,73.76,70.98,71.6,10384526
2018-03-29,73.1,74.59,72.33,74.04,5098023
2018-03-28,72.74,73.52,71.77,72.64,8076258
2018-03-27,76.62,76.62,72.45,73.03,7937108
2018-03-26,74.56,75.99,73.69,75.81,6004853
2018-03-23,74.98,75.75,72.67,73,5051397
2018-03-22,76.52,77.17,74.345,74.57,7164229
2018-03-21,78.97,79.09,77.89,78.07,6453685
2018-03-20,77.88,79.19,77.73,79.07,4371641
2018-03-19,79.28,79.48,77.31,77.84,6146342
2018-03-16,79.05,80.05,78.8,79.9,6278970
2018-03-15,79.01,80.15,78.53,79.42,9009571
2018-03-14,76.27,77.67,76.27,77.2,4945618
2018-03-13,77.98,78.05,75.68,75.97,3937640
2018-03-12,77,77.76,76.54,77.56,9766618
2018-03-09,76.29,76.88,75.76,76.62,6687513
2018-03-08,76.01,76.27,75.29,75.73,3608699
2018-03-07,74.03,76.05,74.02,75.98,4973699
2018-03-06,74.42,75.5,74.36,75.17,9082697
2018-03-05,72.2,73.57,71.77,73.44,6524384
2018-03-02,72.35,72.99,71.4352,72.69,7649365
2018-03-01,75.04,75.39,72.91,73.74,9733106
2018-02-28,75.91,76.08,74.51,74.85,8566538
2018-02-27,77.86,78,75.7717,76.13,12425652
2018-02-26,78.43,78.68,76.715,78.08,18350174
2018-02-23,76.5,77.78,76.1,77.76,16053072
